molecule_id,final_score,epoch_number,target_protein,miner_uid,smiles,miner_hotkey,miner_coldkey,created_at
rxn:1:59871:2080,0.1347703218460083,23213.0,Q4QQW4,46.0,CCCCC(N)c1cn(-c2c(F)cc(I)cc2F)nn1,5HKuuPHERHZ65EGs5UVTMPYN8sExcwusJw1AMcHXEv9yYtyN,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-11T02:32:45+00:00
rxn:1:43756:6617,0.1342537850141525,23213.0,Q4QQW4,30.0,O=Cc1cc2n(Cc3cn(-c4ccc(I)cc4F)nn3)ccn2n1,5DepSUKmnctbQs9G6c2pjgr7ZCD9y8ZTtJw5iRXVePhvmD5X,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-11T02:32:45+00:00
rxn:1:60111:135440,0.13422,,,,,,,
rxn:1:55769:15398,0.1338734805583954,23213.0,Q4QQW4,7.0,NNC(=O)c1ccc(C2CC2Cn2cc(-c3ccc(-n4cc(I)cn4)cc3)nn2)s1,5CFVtQjHeZ4iTbMf6Fug7E1aLAKeERDEAomffRhSqaNDYJtp,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-11T02:32:45+00:00
rxn:1:43756:23811,0.1335487912098567,23193.0,Q4QQW4,30.0,Fc1cc(I)ccc1-n1cc(C2(n3cncn3)CCSCC2)nn1,5DPfpjUqjCqr4fXah2xM64pVW7fBwpPNzFFf6c9waVXiP5BB,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-10T02:30:14+00:00
rxn:1:60073:23379,0.1335035060581408,23205.0,Q4QQW4,52.0,OC[C@@H](c1ccc(Br)cc1)n1cc(CCCS)nn1,5F4QDXd8LDZJ2LZJTcfzX8WFmTx4bMNxMnzStHQJGhz5hAcH,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T17:02:24+00:00
rxn:1:43756:2316,0.1334975600242615,23213.0,Q4QQW4,33.0,CCC(Nc1ncc(C(=O)O)s1)c1cn(-c2ccc(I)cc2F)nn1,5CtAbmpfdaNAsbyt9Cz5Nr4uimKHQPRrKia8WwYT8DKPLwvC,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-11T02:32:45+00:00
rxn:1:58861:660,0.1333616689631814,23206.0,Q4QQW4,8.0,Cn1cnc(S(=O)(=O)n2cc(CCCCS)nn2)c1,5FjSxGWFGQJQPfzxSLk9gvZAyHJPNuTDvxzuURCuyk6nYChz,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-10T18:09:29+00:00
rxn:1:59225:660,0.1330210367838542,23213.0,Q4QQW4,52.0,O=S(=O)(c1cccc(Cl)c1Cl)n1cc(CCCCS)nn1,5F4QDXd8LDZJ2LZJTcfzX8WFmTx4bMNxMnzStHQJGhz5hAcH,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-11T02:32:45+00:00
rxn:1:50325:38843,0.1328623056411743,23213.0,Q4QQW4,35.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4ccsc4)nn3)C2(F)F)s1,5GrjSpB1MLhwS8hCHgKYktfu9hTavi1aCkuHN9PdzArtxhiX,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-11T02:32:45+00:00
rxn:1:50325:39015,0.1327612523374886,23189.0,Q4QQW4,6.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cc5[nH]ncc5cn4)nn3)C2(F)F)s1,5FLPhFDnajbTckwont9g976dKiiZGsdvtRxw9iFNvtHdrz5u,5FQoP9kkvcPYHbRzLTuWPXB1owLsxJsW8QG7W9qvP4fJ5XH7,2026-06-09T21:45:13+00:00
rxn:1:49433:3434,0.1325689283284274,23205.0,Q4QQW4,31.0,CN1CC(=O)OB(c2cn(C3(CI)CNC3)nn2)OC(=O)C1,5DEyd2sKqXJMxJ1Fct5UWgPssks3vmqciedzBKcV3c5nxQFa,5DZXbYUsMahTTBxotNEegTKXT5FLyPjCvHs9nnnA73TtPNYh,2026-06-10T17:02:24+00:00
rxn:1:49433:660,0.1323917210102081,23193.0,Q4QQW4,18.0,SCCCCc1cn(C2(CI)CNC2)nn1,5CZspf3UVUokqhqvNGnuv8MWYWSDNUPRyj1BxyaR8nwRfmug,5DZXbYUsMahTTBxotNEegTKXT5FLyPjCvHs9nnnA73TtPNYh,2026-06-10T02:30:14+00:00
rxn:1:60111:7039,0.132317450913516,23169.0,Q4QQW4,50.0,O=CC1(c2cn(I)nn2)CC1,5GrjSpB1MLhwS8hCHgKYktfu9hTavi1aCkuHN9PdzArtxhiX,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-08T21:41:10+00:00
rxn:1:50325:27776,0.1323163468262245,23213.0,Q4QQW4,63.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cccc5[nH]cnc45)nn3)C2(F)F)s1,5EJVufbr5VPeNXU7hPvffsVhn4iatubxYZnnzwgs2mVDpKVs,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-11T02:32:45+00:00
rxn:1:43756:8693,0.1311830997467041,23206.0,Q4QQW4,39.0,C[Si](C)(CCCI)c1cn(-c2ccc(I)cc2F)nn1,5Fn1Br6GtecrJEef3wHjmo8ifjcYbEgoHLQKwEmt1LUe1wWb,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T18:09:29+00:00
rxn:1:55769:1060,0.1310095836718877,23213.0,Q4QQW4,58.0,NNC(=O)c1ccc(C2CC2Cn2cc(-c3cc(Br)cs3)nn2)s1,5EepKrEevANhhjQvBxiSYY6dL2n8nxSbFyq72yMiPTRWFPSU,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-11T02:32:45+00:00
rxn:1:49433:23727,0.130685281008482,23189.0,Q4QQW4,16.0,FC1(c2cn(C3(CI)CNC3)nn2)CSC1,5FxN6Q8RqwJ7XQbQYFVijog4qfu1HUoMfia2r9tgPSMZsciZ,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-09T21:45:13+00:00
rxn:1:50325:38927,0.1306588428991812,23205.0,Q4QQW4,42.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cnc(N)cn4)nn3)C2(F)F)s1,5FLPhFDnajbTckwont9g976dKiiZGsdvtRxw9iFNvtHdrz5u,5FQoP9kkvcPYHbRzLTuWPXB1owLsxJsW8QG7W9qvP4fJ5XH7,2026-06-10T17:02:24+00:00
rxn:1:41487:8624,0.1301849701187827,23213.0,Q4QQW4,22.0,Cc1ccc(-n2cc(C3(n4cc(Br)cn4)CC3)nn2)c(Br)c1,5DhS6oYFqaHaJLjPUNefoCJSrUsizGsXPeNUg4AB4c8dzQya,5ERJS9fpDW6WhC62Ug5ynXoojqsNeNVruwJj3GSCbGicJx5s,2026-06-11T02:32:45+00:00
rxn:1:41711:23811,0.1300907383362452,23189.0,Q4QQW4,24.0,Brc1cc(I)ccc1-n1cc(C2(n3cncn3)CCSCC2)nn1,5F4QDXd8LDZJ2LZJTcfzX8WFmTx4bMNxMnzStHQJGhz5hAcH,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-09T21:45:13+00:00
rxn:1:60111:26070,0.1299473881721497,23205.0,Q4QQW4,60.0,O=C1CC(c2cn(I)nn2)CN1CCS,5DHyJYdpU4yditLtgpgW3sVMGDWV9jCKE6S155YLa4RakXoz,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-10T17:02:24+00:00
rxn:1:60111:354,0.1298898733579195,23193.0,Q4QQW4,4.0,O=C(c1ccsc1)c1cn(I)nn1,5EJDguDZhDm4dKpUgf1y6nGcoRHjmFpbtYMwMhWSm6GZncnB,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-10T02:30:14+00:00
rxn:1:49433:6187,0.1296839012819178,23189.0,Q4QQW4,31.0,OC1(c2cn(C3(CI)CNC3)nn2)CCSC1,5HR4bEZ5Zq153qobv89PD5wnvhkFuE5uxG6RMs1WLXoDt9aM,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-09T21:45:13+00:00
rxn:1:65013:39638,0.1296598215897878,23206.0,Q4QQW4,27.0,Cc1cc(C=O)cnc1N(C)Cc1cn(-c2cccc(I)c2)nn1,5DUmwxNP3TLUF71vXZrCEhxvdGo72Mg3i97BhjCpTGZhdd3y,5ExiQCRMeekU5w4RNfL6AsxgQZjcpTBseNZLPW5Zfgyh7pJd,2026-06-10T18:09:29+00:00
rxn:1:61589:23379,0.1286090016365051,23206.0,Q4QQW4,11.0,SCCCc1cn(Cc2ccc3c(c2)CNC3)nn1,5C5NXpbaYFuB11bYP5rNPguQmZWMfwWupFULbJnFbsqwdHKb,5F7TexzUicpdUCtrDUK54n14Kdt8Scc2AaFnZZdGN4JecHaE,2026-06-10T18:09:29+00:00
rxn:1:61649:23379,0.1285673254414609,23193.0,Q4QQW4,59.0,O[C@@H](Cn1cc(CCCS)nn1)c1cccc(Br)c1,5ETvRCP9W3YKQKVZXKqi2KnnmDnSLnVmPQoxBDTy6SNRWaeR,5GjmEbUrTzr9ckoKRkziwm89QdY94DhEK2YAYhdErYSp68EL,2026-06-10T02:30:14+00:00
rxn:1:48906:39635,0.1284157170189751,23205.0,Q4QQW4,39.0,CN(Cc1cn(-c2nc3ccc(Br)cc3s2)nn1)c1ncnc(Cl)c1C=O,5Fn1Br6GtecrJEef3wHjmo8ifjcYbEgoHLQKwEmt1LUe1wWb,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T17:02:24+00:00
rxn:1:42573:883,0.127797727783521,23206.0,Q4QQW4,1.0,NNC(=O)c1ccc(C#CCn2cc(-c3ncccc3Cl)nn2)s1,5HEoUDATGvAFMT4ViLrAjfVT8VtMRbgSRFA9YZVXEJzXJ842,5G9V3UQ1MHnkCy4ntYDV3ShyaVfjKTDGkSQaaMBPA4jSQAeT,2026-06-10T18:09:29+00:00
rxn:1:60111:2069,0.1276596848453794,23205.0,Q4QQW4,15.0,CC(N)(C(=O)c1cn(I)nn1)C1CC1,5HTntEqAxjRZTyWgRGUWQLexcq5jzqhUyAyKPU4wKcGdgmT6,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T17:02:24+00:00
rxn:1:41624:14754,0.1274673615892728,23213.0,Q4QQW4,40.0,CC(Oc1ncc(N)cc1Br)c1cn(-c2ccc(Br)cc2Br)nn1,5GnaLUR9kQKNoJvcmyMSyTdgSmSCHnVuxo41Ut8TkWUBoSRc,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-11T02:32:45+00:00
rxn:1:60111:2139,0.1264629224936167,23169.0,Q4QQW4,18.0,CC1(C)CCC(N)(c2cn(I)nn2)CC1,5DHyJYdpU4yditLtgpgW3sVMGDWV9jCKE6S155YLa4RakXoz,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-08T21:41:10+00:00
rxn:1:62212:14754,0.126416380405426,23213.0,Q4QQW4,49.0,CC(Oc1ncc(N)cc1Br)c1cn(-c2ccc3cc[nH]c3c2)nn1,5FpRmU4tvJmF34RHSYNi1MjJyJCyhXqWRF7xzAQezLXDByA9,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-11T02:32:45+00:00
rxn:1:59714:14754,0.1262475897868474,23206.0,Q4QQW4,50.0,CSc1cccc(-n2cc(C(C)Oc3ncc(N)cc3Br)nn2)c1,5G1Exww53xg6TtNd3mvoxm2Ea6gcALPMXJaAmXN1UQWnrXbM,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T18:09:29+00:00
rxn:1:42573:657,0.1261167851361361,23205.0,Q4QQW4,35.0,NNC(=O)c1ccc(C#CCn2cc(-c3ncc[nH]3)nn2)s1,5GrjSpB1MLhwS8hCHgKYktfu9hTavi1aCkuHN9PdzArtxhiX,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-10T17:02:24+00:00
rxn:1:60111:23806,0.125986818756376,23205.0,Q4QQW4,63.0,In1cc(C2(n3cncn3)CC2)nn1,5EJVufbr5VPeNXU7hPvffsVhn4iatubxYZnnzwgs2mVDpKVs,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T17:02:24+00:00
rxn:1:43756:18604,0.1256525895812295,23205.0,Q4QQW4,56.0,Cc1nn(Cc2cn(-c3ccc(I)cc3F)nn2)cc1C=O,5DfWzqT3eydoTBzTh1oby9ZoYYWsP4bQ4NWrhRzf47xoepjd,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T17:02:24+00:00
rxn:1:62190:354,0.125629502794017,23206.0,Q4QQW4,10.0,O=C(c1ccsc1)c1cn(-c2ccc(CN3CCC3)cc2)nn1,5DDEGa8t9ghv92E2sjyCK2k8DfFpFYuLsJ6j7KsGVVX1EDtJ,5G9V3UQ1MHnkCy4ntYDV3ShyaVfjKTDGkSQaaMBPA4jSQAeT,2026-06-10T18:09:29+00:00
rxn:1:49432:8624,0.1248881305967059,23189.0,Q4QQW4,30.0,Brc1cnn(C2(c3cn(C4(CI)CCNC4)nn3)CC2)c1,5DPfpjUqjCqr4fXah2xM64pVW7fBwpPNzFFf6c9waVXiP5BB,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-09T21:45:13+00:00
rxn:1:59871:2316,0.1243534317383399,23213.0,Q4QQW4,20.0,CCC(Nc1ncc(C(=O)O)s1)c1cn(-c2c(F)cc(I)cc2F)nn1,5Exexe43d9jbzMqFXnsJ9MqzCNjihzj2Rqm3m9sXt8HYkKiP,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-11T02:32:45+00:00
rxn:1:60111:39697,0.1242462226322719,23213.0,Q4QQW4,45.0,OC(c1ccncc1)c1cn(I)nn1,5FX1WLHvQnVsxsV6rGfek6atkUyoG69TEHUECHXTfRFqERCx,5FC9JzvvCLCE33xQYEiEuzeFGpUY3AbZkTyx731JjaV3mGkD,2026-06-11T02:32:45+00:00
rxn:1:65513:6602,0.1237063407897949,23206.0,Q4QQW4,45.0,Cc1nn2ccn(Cc3cn(-c4ccc(I)cc4)nn3)c2c1C#N,5FX1WLHvQnVsxsV6rGfek6atkUyoG69TEHUECHXTfRFqERCx,5FC9JzvvCLCE33xQYEiEuzeFGpUY3AbZkTyx731JjaV3mGkD,2026-06-10T18:09:29+00:00
rxn:1:50325:38682,0.1214405853172828,23213.0,Q4QQW4,42.0,NNC(=O)c1ccc(C2C(Cn3cc(-c4cnc5nc[nH]c5c4)nn3)C2(F)F)s1,5FLPhFDnajbTckwont9g976dKiiZGsdvtRxw9iFNvtHdrz5u,5FQoP9kkvcPYHbRzLTuWPXB1owLsxJsW8QG7W9qvP4fJ5XH7,2026-06-11T02:32:45+00:00
rxn:1:62192:39392,0.1209024245088751,23213.0,Q4QQW4,21.0,CCCC(=O)c1cn(-c2ccc(CN3CCCC3)cc2)nn1,5FussqLA3xiViAjkVpx9RAsUyFRncX8f5qQwYjyhxAuSnLGo,5CUiMYcMPFtMmjdov6yqWuWsMyhbs4naNxDiCGeUQP2RKFqP,2026-06-11T02:32:45+00:00
rxn:1:42573:15419,0.1208417693773905,23213.0,Q4QQW4,43.0,NNC(=O)c1ccc(C#CCn2cc(-c3ccc(-n4cc(CO)cn4)cc3)nn2)s1,5CQ4v4QV2UR9QCpxozJqXTumPLySZYUk4Jfn7VvzYQaNBUiw,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-11T02:32:45+00:00
rxn:1:61564:660,0.1207556009292603,23193.0,Q4QQW4,32.0,SCCCCc1cn(Cc2ccc3ncsc3c2)nn1,5GmtNRR8rcmLfC2ftC7dofFWemqaToHFJEjN65R8nhfrDhaf,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T02:30:14+00:00
rxn:1:62193:28670,0.119884383219939,23213.0,Q4QQW4,18.0,NC(CCC(F)(F)F)c1cn(-c2ccc(CN3CCCCC3)cc2)nn1,5HTfHX7Dv8JGJD9rrxNBYnYy2AVaxoyeWmfNmkjStrBLFG1S,5CUiMYcMPFtMmjdov6yqWuWsMyhbs4naNxDiCGeUQP2RKFqP,2026-06-11T02:32:45+00:00
rxn:1:49433:8654,0.1181227006018162,23205.0,Q4QQW4,32.0,CSC1(c2cn(C3(CI)CNC3)nn2)CC1,5Ek25STm4aUT4CeKkLNzjTgXVy4LaNp8vdjoNFtX5w5UGDWT,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T17:02:24+00:00
rxn:1:49432:23629,0.1180759560316801,23189.0,Q4QQW4,20.0,CC(c1cn(C2(CI)CCNC2)nn1)n1cc(I)cn1,5GrjSpB1MLhwS8hCHgKYktfu9hTavi1aCkuHN9PdzArtxhiX,5H4QZzys1DDnBrHjureUniLrWSaH1ie7Sc5vFkhHhiuUxCBt,2026-06-09T21:45:13+00:00
rxn:1:43756:22369,0.1174010715701363,23193.0,Q4QQW4,49.0,CSc1cnn(Cc2cn(-c3ccc(I)cc3F)nn2)c1Br,5C7nC15ebbcwAmhUP18pV1zhKiXAswK9MKLFkFFTMzm3mwpy,5DDSVRzLJ9ysTGSYe86QxBJBZ2dtktj9abdgxDXJ8Z6SrBdY,2026-06-10T02:30:14+00:00
rxn:1:43011:39851,0.1172993157220923,23169.0,Q4QQW4,60.0,NC(c1cn(-c2cccc(CS(=O)(=O)Cl)c2)nn1)c1cccs1,5CPHBmygku4FKx3xSeUnoMfn7cGie5xfkB7Fms1XuRafiu4R,5G9V3UQ1MHnkCy4ntYDV3ShyaVfjKTDGkSQaaMBPA4jSQAeT,2026-06-08T21:41:10+00:00
rxn:1:59725:14754,0.116556242108345,23206.0,Q4QQW4,4.0,CSc1ccc(-n2cc(C(C)Oc3ncc(N)cc3Br)nn2)cc1,5EJDguDZhDm4dKpUgf1y6nGcoRHjmFpbtYMwMhWSm6GZncnB,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-10T18:09:29+00:00
rxn:1:62147:26070,0.1164139716521553,23206.0,Q4QQW4,30.0,O=C1CC(c2cn(Cc3ccc(CBr)cc3)nn2)CN1CCS,5DepSUKmnctbQs9G6c2pjgr7ZCD9y8ZTtJw5iRXVePhvmD5X,5EvpaL11ef7DmbyH7JZvRypq4mRVDuBNUVVMjhsnMU8GdDy5,2026-06-10T18:09:29+00:00
rxn:1:43756:2367,0.1164034381508827,23193.0,Q4QQW4,38.0,CC(Nc1ncc(C(=O)O)s1)c1cn(-c2ccc(I)cc2F)nn1,5FEumR4bePnD8wbXUEQTQKGWgqrh3CSRKFgv3kHA8hjnMVfp,5F1RWsGeB9MbEeDi7yAmW2FpyUQi3AZ6uuqt7RbSE5DjpHQH,2026-06-10T02:30:14+00:00
rxn:1:60111:39924,0.1163418889045715,23206.0,Q4QQW4,2.0,CNc1ccc(-c2cn(I)nn2)nn1,5Dnni5GuLvaD6nyyYTpzJwuS2yCkGoGug4naDyFjERg8KZpE,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-10T18:09:29+00:00
rxn:1:41711:10961,0.1158270388841629,23169.0,Q4QQW4,52.0,Nc1ncnc2c1ncn2Cc1cn(-c2ccc(I)cc2Br)nn1,5Ek25STm4aUT4CeKkLNzjTgXVy4LaNp8vdjoNFtX5w5UGDWT,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-08T21:41:10+00:00
rxn:1:61783:24354,0.1152827243010203,23213.0,Q4QQW4,2.0,O=C1NCC2(c3cn(Cc4c(Br)sc5ccccc45)nn3)CCC12,5Dnni5GuLvaD6nyyYTpzJwuS2yCkGoGug4naDyFjERg8KZpE,5GZDZJZok82n7cY7XZ3M77WjfCowWwAVaCRk9pNXGtnN4zzx,2026-06-11T02:32:45+00:00
rxn:1:48906:14754,0.1152591865796309,23193.0,Q4QQW4,24.0,CC(Oc1ncc(N)cc1Br)c1cn(-c2nc3ccc(Br)cc3s2)nn1,5F4QDXd8LDZJ2LZJTcfzX8WFmTx4bMNxMnzStHQJGhz5hAcH,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T02:30:14+00:00
rxn:1:60111:31351,0.1143179152693067,23205.0,Q4QQW4,59.0,Fc1nc(Cl)ccc1-c1cn(I)nn1,5Cu82Kk362oZUA3Lk91TwYcmzpRbTL9YW5DFkRX91E9puZfM,5CwisvtrcF386MhHuUdrV5pDbBniYP1HoXP8r631yxheX3tM,2026-06-10T17:02:24+00:00
